id,asins,brand,categories,colors,dateAdded,name,prices.amountMin,prices.currency
AVpfLDnALJeJML4337n3,B007S3KYIK,Chums,"Home Improvement,Accessories,Sunglasses,Men,Health & Personal Care,Vision Care,Eyeglasses Care,Work Safety Clothing and Equipment,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Clothing,Safety Equipment & Gear","Black,Clear",2016-11-02T20:29:58Z,Chums Adjustable Orbiter Sunglass Retainer,12.14,USD
AVpfKBH3LJeJML433l4M,B01CS4CCOC,Inked Creatively,"Novelty,Hoodies,Men,Novelty & More,Clothing, Shoes & Jewelry,Clothing","Royal,Navy,Black",2016-11-21T18:02:59Z,Janette By Day Gamer By Night - Hoodie,39.99,USD
AVpe-7fHilAPnD_xSWVQ,B009AG6NEM,JUSTIN ORIGINAL WORKBOOTS,"Home Improvement,Men's Boots,Men's Work & Safety Shoes,All Men's Shoes,Shoes,Work Safety Clothing and Equipment,Men's Shoes,Clothing",Brown,2017-01-12T06:20:38Z,"Justin Original Workboots Size 8 Steel Toe Work Boots, Men's, Brown, Ee, Wk4921",129.95,USD
AVpfYGlELJeJML438IbI,B01BNSG2TK,Hang Ten,"Men,Clothing, Shoes & Jewelry,Jewelry,Bracelets","Black Double LayerRope,Black BraidedX Accent,BlackWire ID Accent,BurgundyColored Rope,BlackRed Rope,BlackSquare Accent,Black BraidedWave Accent,Black LeatherBraided Accent,BlackSS Buttons,Braided Brown,All Black,BlackWhite",2016-02-26T18:06:25Z,Hang Ten Mens Assorted Genuine Leather Bracelets,19.99,USD
AVpfXL2VLJeJML4372uH,"B0078LDGQE,B00ICO454I,B00ICO4TZI,B00WF8BX4C,B00ICO44A8,B00ICO4VK6",Creative Recreation,"Men,Fashion Sneakers,Shoes,Clothing, Shoes & Jewelry","Grey,Olive,Black,Mushroom,Chocolate,Black Vintage,black twill,Navy Vintage,Red Vintage,CobaltGrey,Black Navy,NavyBlack,Tweed Military,Cork Vintage,Forest Vintage",2015-11-21T22:08:15Z,Creative Recreation Men's Vito Sneaker,39.99,USD
AVpfYEcQ1cnluZ0-jqO-,"B01BP644CC,B01BP64EXQ,B01BP64C88",Inked Creatively,"Novelty,Hoodies,Men,Novelty & More,Clothing, Shoes & Jewelry,Clothing","Navy,Black,Royal",2016-02-17T04:00:09Z,I Might Be Wrong But I Highly Doubt It I'm A Veteran - Hoodie,39.99,USD
AVpfUBxvilAPnD_xZaQw,B017X30Q6E,Carrera,"Sunglasses,Accessories,Men,Contemporary & Designer,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories","Black Dark RutheniumBrown,Havana BlackBlue Avio,Havana Antique GoldBrown",2016-05-31T19:09:32Z,Carrera Men's Double Bar Round Sunglasses,119.00,USD
AVpe4cI2LJeJML43xZev,B005Y7PJGE,Timberland PRO,"Shoes,Clothing, Shoes & Jewelry,Men,Boots,Work & Safety,Industrial & Construction Boots","Brown,Fox Brown",2016-05-17T14:34:41Z,Men's Excave Wellington Soft Toe Work Boot,89.85,USD
AVpe4SIV1cnluZ0-Y28V,B014DVW018,Canada Goose,"Sports,Clothing, Shoes & Jewelry,Novelty & More,Clothing,Novelty,Men,Hoodies","Whiteout,Red,Black,PacificBlue",2016-03-11T23:56:11Z,Canada Goose Brookvale Hoody - Men's,427.50,USD
AVpe9_SZLJeJML43zcpf,B00S7CLGVU,TooLoud,"Novelty,Baseball Caps,Accessories,Men,Novelty & More,Clothing, Shoes & Jewelry,Hats & Caps,Clothing","White,Khaki",2015-09-10T16:06:47Z,Tooloud 90th Birthday Vintage Birth Year 1925 Adult Baseball Cap Hat,20.00,USD
AVpe4QOCLJeJML43xUwZ,B00ZBW28XE,Dexter,"Athletic,Bowling,Men,Shoes,Clothing, Shoes & Jewelry,Sports",BlackAlloy,2015-12-09T16:28:57Z,Dexter Sst 6 Lz Wide Bowling Shoes,159.99,USD
AVpe5J6v1cnluZ0-ZMoa,"B009SPJHXY,B009SPJKTU,B009SPJJ00,B009SPJIG0",Dr. Scholl's,"Men,Socks,Clothing, Shoes & Jewelry,Casual Socks,Clothing","Black,Beige",2016-03-04T19:23:05Z,Dr. Scholl's Men's Unisex Open Toe Surgical Weight Microfiber Firm Support Socks,10.99,USD
AVpe5ONsilAPnD_xQRYG,B01CHLOIEI,Inked Creatively,"Novelty,Hoodies,Novelty & More,Men,Clothing, Shoes & Jewelry,Clothing","Navy,Royal,Black",2016-11-22T18:07:47Z,Keep Calm and Drink Like A Chen. Cool Birthday Gift - Hoodie,39.99,USD
AVpe5cfyilAPnD_xQWwo,B01B5CLOZ6,Hats & Caps Shop,"Accessories,Men,Clothing, Shoes & Jewelry,Hats & Caps","BLK-WT,LBLUE-NVY,WT-BLK,BBERY-BLUE,STON-NVY",2016-11-21T18:07:42Z,Hats & Caps Shop Low Profile | (str) Brushed Canvas Cap - By Thetargetbuys,31.25,USD
AVpfIgicilAPnD_xVpaI,"B016QVUM68,B016QVWV5S",Bewild,"Novelty,Hoodies,Novelty & More,Men,Clothing, Shoes & Jewelry,Clothing","Royal Blue,Black,Red,White,Kelly Green,Heather Grey,Forest Green,Charcoal Grey,Navy Blue",2015-11-07T20:32:37Z,Bewild Brand�� - Get Your Merry On Christmas Adult Hoodie,29.99,USD
AVpfODaSilAPnD_xXeVQ,B00MLDULEY,Florsheim,"Oxfords,Men,Shoes,Clothing, Shoes & Jewelry",Brown Milled,2016-04-05T13:20:55Z,Florsheim Mens Freedom Bike Ox Oxford,99.95,USD
AVpfItFm1cnluZ0-erk5,"B002ETVM0M,B002ETVLZ8,B01BXD66PU",Charles River Apparel,"Men,Jackets & Coats,Clothing, Shoes & Jewelry,Clothing","Black,Neon Green,Red,Chocolate,Forest,Peony Pink,Fuscia,Navy,Maroon,Yellow,New Purple,Jade,Royal,Aqua Marine,Saddle",2016-05-17T06:33:16Z,Pacific Poncho,28.00,USD
AVpfW6LP1cnluZ0-jT-p,B00EDOX4YS,ThisWear,"Novelty,Novelty & More,Men,Sweatshirts,Clothing, Shoes & Jewelry,Clothing","LtBlue,White,Heliconia,Ash,LtPink,Red",2015-12-02T21:52:32Z,Made In 1923 All Original Parts Birthday Distressed Look Crewneck Sweatshirt,29.99,USD
AVpfGRE-LJeJML432Vsl,B00XASA2CA,Hugo by Hugo Boss,"Men,Shoes,Clothing, Shoes & Jewelry",Dark Brown,2016-03-10T18:54:48Z,Hugo By Hugo Boss Men's C-gramonx Monk Strap,124.06,USD
AVpfYlf8ilAPnD_xa056,B00GDGJKGU,Georgia Boot,"Home Improvement,Men's Work & Safety Shoes,Work Safety Clothing and Equipment",Brown,2017-01-22T06:21:54Z,"Georgia Boot Size 10-1/2 Steel Toe Work Boots, Men's, Brown, M, G6633 10.5 M",147.17,USD
AVpfQIb7ilAPnD_xYJ0_,B0191721O0,Panasilk,"Underwear,Men,Bikinis,Clothing, Shoes & Jewelry,Clothing",Multicolor,2016-05-11T21:01:14Z,Mens Silk String Bikini Underwear 2 Pairs In One Economic Pack,65.00,USD
AVpfDFYIilAPnD_xTy34,"B00BLZLL9C,B00BLZLIZE,B00BLZLA6Q",Helly Hansen,"Men,Hiking Boots,Shoes,Outdoor,Clothing, Shoes & Jewelry,Hiking & Trekking",EspressoTaupe GreySperry Gum,2014-11-14T09:18:21Z,Helly Hansen Men's Woodlands Boot,72.86,USD
AVpfSrQAilAPnD_xY-GB,"B011JCZAUW,B016L0OCDS,B00BJM7U0Q,B00L8AHNOC",Big Accessories,"Men's Hats,Bags & Accessories,Men's Accessories,Clothing, Shoes & Jewelry","Urban CamoBlack,BlackBlack,WHITEBLACK,NAVYNAVY,WATER CAMOBLACK,DESERT CAMOBLCK,NAVYGREY,GreyBlack,FOREST CAMOBLCK,OLIVEBLACK,STONEWHITE",2016-02-14T04:56:40Z,Big Accessories Ball Cap Bx025 Surfer Trucker Cap,53.91,USD
AVpfZ-rh1cnluZ0-kNkl,B018W5ZHFC,NEONBLOND,"Novelty,Accessories,Men,Novelty & More,Clothing, Shoes & Jewelry,Neckties,Clothing","Christmas Cookies,Christmas Town,Wooden holiday decorations,Chevron Red Green,Red Xmas Sparkels,Winter Berrys",2016-05-31T19:39:21Z,Necktie Airportcode Sju San Juan Perto Christmas Tie Neonblond,28.99,USD
AVpfIgGPilAPnD_xVpQ5,B0059GLBJ4,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Red,2015-04-23T11:27:49Z,Nike Free Flyknit Chukka Men  Round Toe Canvas Multi Color Sneakers,170.0,USD
AVpfhDglLJeJML43-meq,"B01C6VLGJE,B01C6VL9SW",Inked Creatively,"Novelty,Hoodies,Novelty & More,Men,Clothing, Shoes & Jewelry,Clothing","Black,Royal,Navy",2016-05-11T13:26:55Z,Proud Mom of A Fisherman - Hoodie,39.99,USD
AVpfAuq0ilAPnD_xS-2f,B00NAGMX1U,So Relative!,"Novelty,Hoodies,Novelty & More,Men,Clothing, Shoes & Jewelry,Clothing",Black,2015-07-09T18:36:28Z,So Relative! The Big Cousin Adult Hooded Sweatshirt,49.99,USD
AVpfDA4YilAPnD_xTxcz,B008V1ZAKU,Under Armour,"Shoes,Clothing, Shoes & Jewelry,Men,Outdoor,Hunting",REALTREE AP-XTRATimber,2015-04-23T11:49:13Z,Under Armour Men's Ua H.a.w. 800g Hunting Boots,169.0,USD
AVpe9MPxLJeJML43zKJD,B00ZYWLUGM,Costume Culture,"Clothing,Clothing, Shoes & Jewelry,Costumes & Accessories,Wigs,Men",Brown,2016-01-13T07:01:29Z,Costume Culture Men's Heartthrob Wig,18.0,USD
AVpfgWDYilAPnD_xc8ra,"B012BWSQU0,B014WBO7MO,B00VZ63MHG,B0149TABYC,B014WBNFJA,B014WBMRAI",Ash City - North End,"Outdoor Recreation,Men,Jackets & Coats,Clothing, Shoes & Jewelry,Outdoor Clothing,Sports & Outdoors,Vests,Clothing","Putty ,Marigold ",2016-05-31T19:39:49Z,North End Men's Full-zip Lightweight Wind Vest,29.22,USD
AVpfL00-ilAPnD_xWv1D,B00W3IKGUQ,Baudio,"Cell,Men,Wrist Watches,Watches,Clothing, Shoes & Jewelry",u black,2015-09-04T19:04:30Z,Acamar 2015 Fashion Health Sport Watch Support Pedometer/ Sleep Monitoring/rest Alarm/drink Alarm/alarm/calendar/stopwatch/calculator,32.99,USD
AVpfjdjA1cnluZ0-m2eS,B00GUDIPG2,Port Authority,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",Safety YellowBlackReflective,2015-08-25T21:42:25Z,Port Authority J799s Mens Ansi 107 Class 3 Safety Heavyweight Parka Parka,188.99,USD
AVpfQNT71cnluZ0-hKFm,B00JJ33QAK,Nike,"shoes,Clothing,Men's Shoes,All Men's Shoes","GreyRed,Gray",2015-05-11T14:06:36Z,Nike Air Max 95 No-sew Men  Round Toe Synthetic Gray Running Shoe,69.99,USD
AVpfTuy7LJeJML436wkN,B00H89MHK2,Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",Hyper CobultBlackVolt,2015-08-22T05:35:17Z,Nike Pegasus+ 31 Men's Shoes Size,72.55,USD
AVpfiFXN1cnluZ0-mbvO,B018W66APM,NEONBLOND,"Novelty,Accessories,Men,Novelty & More,Clothing, Shoes & Jewelry,Neckties,Clothing","Chevron Red Green,Christmas Town,Red Xmas Sparkels,Winter Berrys,Wooden holiday decorations,Christmas Cookies",2016-05-11T21:01:03Z,Necktie Monogram J Mint Green White Chevron Christmas Tie Neonblond,28.99,USD
AVpfwWJM1cnluZ0-qrxL,B00DCUCYKE,Hanwag,"Sports,Clothing, Shoes & Jewelry,Men,Shoes,Outdoor,Hiking & Trekking,Hiking Boots",Brown,2015-09-10T23:57:27Z,Hanwag Men's Horndl Lace Up Boot,380.00,USD
AVpfd3jD1cnluZ0-lO-q,B017GP0OCA,PUMA,"Shoes & Handbags,Shoes,Men,Athletic,Tennis,Men's Casual Shoes,Men's Shoes,Clothing","Black,Blackblack,White,Zinfandel,Black - black,White - white,Red - zinfandel",2016-08-29T21:19:16Z,Puma Mens Court Star Anml Sneakers,48.44,USD
AVpfRSsD1cnluZ0-hgxd,B007JEUTWE,Carhartt,"Uniforms, Work & Safety,Men,Shorts,Work Utility & Safety,Clothing, Shoes & Jewelry,Clothing",Stone,2014-08-22T15:16:14Z,Carhartt Men's Basic Twill Utility Work Short,15.99,USD
AVpfLgg-LJeJML434FYH,"B014EBXTDK,B015J4G9II",Skechers,"Men,Sandals,Shoes,Clothing, Shoes & Jewelry","Black,Black-BLK,Taupe,Chocolate,Olive,Brown",2016-03-30T17:22:29Z,Usa Men's Gander Selmo Fisherman Sandal,36.41,USD
AVpfJnptLJeJML433df5,"B00BFQ3FIM,B008XERZ76",Five Ten,"Climbing,Men,Shoes,Clothing, Shoes & Jewelry,Outdoor",MOCCASYM RED,2015-07-13T14:55:57Z,Five Ten Men's Anasazi Moccasym Climbing Shoe,115.0,USD
AVpfxGFGilAPnD_xh5Rp,"B010B3O3MQ,B010B3IQD8",Z-joyee,"Men,Fashion Sneakers,Shoes,Clothing, Shoes & Jewelry","Silver I,Silver,Gold,Gold I",2015-12-02T21:06:22Z,Unisex Usb Rechargeable Men's Led Sport Shoes Women's Flashing Fashion Sneakers,94.90,USD
AVpfUunQLJeJML437Fat,B012DO1IF6,Nike,"Shoes,Clothing, Shoes & Jewelry,Men,Sandals",GYM REDWHITE,2015-10-14T03:07:06Z,Nike Jordan Men's Jordan Super.fly Team Slide Sandal,26.0,USD
AVpfvZwy1cnluZ0-qbJA,"B00ZKCP26U,B017BVPPYQ,B00ZKCPIN2,B016EWXJ5K",Nike,"Athletic,Men,Running,Shoes,Clothing, Shoes & Jewelry","Blue LagoonBlack-Brave Blue,Bright Crimson,BlackWhiteDark Grey,Wolf GreyBlackRacer BlueSl,BLACKWHITE-DARK GREY,Grey",2016-05-31T03:07:02Z,Nike Air Max 2016 806771-400 Mens Shoes Size: 9 Us,155.05,USD
AVpe4owB1cnluZ0-Y_-1,B00CLUD2YS,Mik,"Home Improvement,Work Safety Clothing and Equipment,Protective Outerwear,Men's Clothing,Men's Work Outerwear,Workwear & Uniforms,Clothing, Shoes & Jewelry,Men's Workwear & Uniforms,Clothing",Yellow,2017-01-17T19:04:36Z,"Mik 35100-s Menx27s Yellow 0.30mm Pvcx2fpolyesterx2fpvc 3-piece Rainsuit With Detachable Hood, Sizex3a S, Fits Che",17.9,USD
AVpfasUU1cnluZ0-kZjJ,"B00UUGJNB6,B00UUGJUT6",RADII,"Shoes,Clothing, Shoes & Jewelry,Men,Fashion Sneakers","White,Blue",2015-11-07T17:12:46Z,Radii Triple White Waxed Pebble Leather Men's High Top Sneakers,110.0,USD
AVpe37qk1cnluZ0-Yt3D,B00MX4DB3E,Deer Stags,"All Men's Shoes,Shoes,Men's Shoes,Clothing,Clothing, Shoes & Jewelry,Men,Loafers & Slip-Ons",Chestnut,2015-10-16T20:13:39Z,Deer Stags Mens Alpen Faux Fur Lining Indoor/outdoor Loafer Slippers,34.95,USD
AVpfbeGyLJeJML439Eer,B00B3SAKI0,Swatch,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches,Marketplace",Multi-Color,2016-04-14T17:34:05Z,Irony Race Trophy Black Dial Chronograph Silicone Mens Watch,225.00,USD
AVpfKVeFLJeJML433sn_,B00L2ICZJS,Casio,"Watches,Clothing, Shoes & Jewelry,Women,Wrist Watches,Men's Watches,Jewelry","Black,Orange",2016-04-05T21:39:32Z,Casio G-shock Mens Watch,410.94,USD
AVpfC4ehLJeJML431Kr3,"B00IX9PQRM,B008LLI0AC",Tri-Mountain,"Active & Performance,Men,Jackets & Coats,Shells,Clothing, Shoes & Jewelry,Clothing","Black,Khaki,Red,Yellow Gold,Charcoal,Imperial Blue,Maroon,MAROON  BLACK,Forest green,Olive",2015-10-16T18:36:26Z,Tri-mountain Men's Colorblock Fleece Jacket,39.67,USD
AVpfnAr51cnluZ0-n8Wy,"B01CS4Z2EY,B01CS4Z7VW",Inked Creatively,"Novelty,Hoodies,Novelty & More,Men,Clothing, Shoes & Jewelry,Clothing","Black,Navy,Royal",2016-05-12T03:47:10Z,Memaw By Day Gamer By Night - Hoodie,39.99,USD
AVpfVThWLJeJML437RVs,B005ACMJE8,Weatherproof,"Down & Down Alternative,Men,Jackets & Coats,Clothing, Shoes & Jewelry,Clothing,Men's Jackets & Outerwear","Black  Black,Black Black",2016-06-15T18:01:40Z,Weatherproof - 3-in-1 Systems Jacket - 6086,96.1,USD
AVpfKZmlilAPnD_xWRuP,B00MBB0SXK,Seiko,"Jewelry,Watches,Men's Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Blue,2016-03-30T17:21:07Z,Seiko Recraft Automatic Blue Dial Stainless Steel Mens Watch Snkn03,125.0,USD
AVpe60-6ilAPnD_xQ3lk,B0178HBX76,FoxPrint,"Surf, Skate & Street,Men,Fashion Hoodies & Sweatshirts,Clothing, Shoes & Jewelry,Clothing","Heather Graphite,Heather Blue",2015-12-22T21:48:53Z,Fox Men's Measure Crew Sweatshirt,26.99,USD
AVpfKTeNLJeJML433r_c,B002USETW0,Nike,"Sunglasses,Walmart Vision Centers,Health,Accessories,Men,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Sports","Violet Red,Blue,Black,Seaspray Framegrey Lenses,Dark Sea",2015-12-03T21:27:54Z,Nike Run X2 S Sunglasses,59.99,USD
AVpfqqGp1cnluZ0-pBSg,"B00MMN9FJU,B00MMN9F36",Otomix,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Wrestling",Purple,2015-12-02T00:17:51Z,Purple Stingray Escape Bodybuilding & Wrestling Shoe,109.00,USD
AVpfVZ--LJeJML437TcP,"B00MFVKQ2E,B00MFVKPHU",Nike,"Clothing,Shoes,Men's Shoes,All Men's Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Team Sports,Basketball",Blue,2015-10-16T22:22:28Z,Nike Men's Zoom Hyperrev 2015 Basketball Shoe,130.0,USD
AVpftHcA1cnluZ0-pvzm,"B00CD9IA08,B008LK56NM",Tri-Mountain,"Clothing, Shoes & Accessories,Men's Clothing,Coats & Jackets,Sweats & Hoodies","BlackBlackBlack,BronzeCharcoalCharcoal,ClayCharcoalCharcoal,Imperial BlueNavyNavy,NavyNavyNavy,Slate BlueNavyNavy",2016-02-20T19:40:05Z,Tri-mountain Men's Windproof Side Pockets Fleece Hooded Winter Jacket. 6300,36.50,USD
AVpfjx1ELJeJML43_adR,"B00PKQ5M0W,B0159IL19G",The North Face,"Active,Men,Clothing, Shoes & Jewelry,Active Hoodies,Clothing","Monster Blue Heather,TNF Red Heather,TNF BlackMonster Blue,Papaya Orange,TNF Black,Scallion Green Heather",2015-12-01T00:42:44Z,The North Face Canyonlands Hoodie Mens Jacket,74.8,USD
AVpfqlw8ilAPnD_xgAAf,B00BTC41VW,Mephisto,"Loafers & Slip-Ons,Men,Shoes,Clothing, Shoes & Jewelry","Black Palace,Dark Brown Palace",2016-03-02T19:33:43Z,Mephisto Men's Eric Loafer,297.40,USD
AVpfgpQ9ilAPnD_xdCKZ,B00K5QTZHS,Go All Out Screenprinting,"Novelty,Hoodies,Novelty & More,Men,Clothing, Shoes & Jewelry,Clothing","Safety Green,Red,Black,Gold,Purple,Navy Blue,Royal Blue,Maroon,Oxford,Orange,Chocolate,Forest Green,Irish Green",2015-11-12T01:08:31Z,Adult Made In 1962 All Original Parts Aged To Perfection Sweatshirt Hoodie,25.95,USD
AVpfm2-mLJeJML43AXCo,B013SIY7WW,TIJN,"Accessories,Sunglasses,Men,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories","Striped Grey,Striped Blue",2015-12-02T21:08:33Z,Tijn�� Wayfarer Keyhole Mirrored Sunglasses Sunwear For Men S3200,45.00,USD
AVpfEvta1cnluZ0-dVbn,B00KA7XFTQ,Breda,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",brown,2015-11-09T10:10:18Z,Breda Men's Gold-tone Watch With Leather Band,60.0,USD
AVpe5w44LJeJML43x59u,"B006L6RZKK,B00061TRU2",CTM,"Clothing,Clothing, Shoes & Jewelry,Men,Accessories,Suspenders",Khaki,2015-01-27T16:31:27Z,Ctm�� Mens Elastic Button-end 1 1/2 Inch Stripe Dress Suspenders (tall Available),19.95,USD
AVpft91ZLJeJML43CdWv,"B016KIZHGW,B016KIZMLC",DEKESEN,"Loafers & Slip-Ons,Men,Shoes,Clothing, Shoes & Jewelry","Black,Brown",2016-02-09T11:09:42Z,Dekesen Men's Soft Leather Loafers Slip-ons Shoes,118.90,USD
AVpfpR1iLJeJML43BEwK,B00EDOXBI2,ThisWear,"Novelty,Novelty & More,Men,Sweatshirts,Clothing, Shoes & Jewelry,Clothing","Ash,Red,LtBlue,Heliconia,LtPink,White",2015-12-02T21:27:14Z,90th Birthday Gift Made 1925 Original Distressed Crewneck Sweatshirt,29.99,USD
AVpe3-N_1cnluZ0-Yu2j,B00PXYHKOW,Tag Heuer,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches,Wristwatches,Jewelry & Watches","White,Silver",2015-11-07T17:13:49Z,Aquaracer Mens Watch,1074.69,USD
AVpff52kilAPnD_xc0as,"B00B4NUEG2,B00B4NUPGQ,B00B4NUJSU,B00B4NUYXU,B00B4NUVBA",Lupo,"Trunks,Underwear,Men,Clothing, Shoes & Jewelry,Clothing","Gray,White,Red,Crimson",2014-11-14T11:41:58Z,Lupo Men's Forca Striped Sunga Trunk Underwear,23.0,USD
AVpfepxMLJeJML4396dJ,B007GB6N7U,Johnston & Murphy,"Oxfords,Men,Shoes,Clothing, Shoes & Jewelry",Black Italian Calfskin,2016-03-26T18:00:00Z,Johnston & Murphy Men's Larsey Moc Toe Oxford Shoe,134.95,USD
AVpfeuHQilAPnD_xce1z,"B00PHVJ2WO,B00PHVIWJ8",Under Armour Outerwear,"Track & Active Jackets,Active,Men,Clothing, Shoes & Jewelry,Sports,Clothing","Black,GECKO GREENBlack,Legion Blue",2015-12-01T00:48:07Z,Under Armour Outerwear Ua Cold Gear Infrared Turing Hooded Jacket,125.00,USD
AVpe9FIz1cnluZ0-apJE,"B008F063BW,B008F063KS",Nike,"Active,Men,Athletic Socks,Sports & Fitness,Exercise & Fitness,Clothing, Shoes & Jewelry,Sports & Outdoors,Clothing,sports",Blackredwhite,2015-04-03T18:44:31Z,Dri-fit Crew 3 Color L 961,18.87,USD
AVpfM6z_LJeJML434i_P,"B00TOI40S2,B00TOI8QBO",Nike,"All Men's Shoes,Shoes,Men's Shoes,Clothing",DustMetallic Gold-Black-Retro,2015-04-23T11:01:01Z,"Nike Mens Air Jordan 10 Retro 30th lady Liberty"" Dust/metallic Gold 705178-045""",300.0,USD
AVpfD9qPilAPnD_xUGVw,"B004OA6HP4,B005FZQKKE,B005FZTD9Y,B004OA6I08",Osiris,"Surf, Skate & Street,Athletic,Skateboarding,Men,Shoes,Clothing, Shoes & Jewelry","RedWhite canvas,GreyWhite,BlackWhite Canvas",2015-09-15T22:08:03Z,Osiris Men's 1904 Skate Shoe,27.99,USD
AVpfuGLH1cnluZ0-qC4s,"B015OP7WKQ,B015OP59SS,B018682PFK",Calvin Klein Jeans,"Jeans,Men,Clothing, Shoes & Jewelry,Clothing","New Khaki,Black,Blue Inhibition,Grey Violet",2016-02-03T06:05:38Z,Calvin Klein Jeans Men's Taper 5 Pocket Chino Pant,23.00,USD
AVpfvCehLJeJML43Cxx7,B0168KF0HS,Blundstone,"Braces & Supports,Backpacking Boots,Medicine Cabinet,Men,Health,Shoes,Outdoor,Clothing, Shoes & Jewelry,Hiking & Trekking",Grey Waterproof,2017-01-24T19:05:12Z,Men's Blundstone Metatarsal Guard Gumboot,114.95,USD
AVpflovO1cnluZ0-nhtN,B00130XJ8G,JUSTIN ORIGINAL WORKBOOTS,"Home Improvement,Men's Boots,Men's Work & Safety Shoes,Shoes,Work Safety Clothing and Equipment,Men's Shoes,Clothing",Brown,2017-01-12T06:20:41Z,"Justin Original Workboots Size 8 Steel Toe Work Boots, Men's, Brown, D, 4795",187.73,USD
AVpfp94AilAPnD_xf0PW,B00M1DU9AA,LaCrosse,"Shoes,Clothing, Shoes & Jewelry,Men,Uniforms, Work & Safety,Industrial & Construction,Work Boots",Dark Brown,2016-04-02T15:08:09Z,"Lacrosse 483007 Men's Quad Comfort� 4x8 8 Dark Brown St Boots""",179.95,USD
AVpfsmz-ilAPnD_xgmLi,"B00MH6IB2Y,B00MH6IC8W,B00KA7EEFU,B002VACQY0",Nike,"Athletic,Team Sports,Men,Basketball,Shoes,Clothing, Shoes & Jewelry","University RedBlackMdm Mint,TURBO GREENATOMIC MANGO-NGHTSHD-PURPLE,COURT PURPLEWOLF GREY-VOLT",2016-07-14T18:53:00Z,Men's Zoom Kobe Venomenon 4 Basketball Shoe,85.01,USD
AVpfX8mYilAPnD_xaoq1,"B002RGTEPW,B00HX35Y8U",Jordan,"All Men's Shoes,Shoes,Men's Shoes,Clothing",BlackLegion RedDark GreyWhite,2015-12-01T02:31:46Z,Jordan Aj 1 Mid Gradeschool Kid's Shoes Size,85.0,USD
AVpf19GeLJeJML43EwLl,B015IANRSS,Geoffrey Beene 'Confetti Dot',"Accessories,Men,Clothing, Shoes & Jewelry,Neckties,Clothing","Light Green,Gold,Red",2016-03-10T19:01:12Z,Geoffrey Beene Men's Silk Blend Neck Tie,17.50,USD
AVpfiT2K1cnluZ0-mfxL,"B00020OAMW,B008Y0S3DE,B01BXD673Q",Charles River Apparel,"Clothing,Clothing, Shoes & Jewelry,Men,Jackets & Coats,Lightweight Jackets,Windbreakers","NavyWhite,RedWhite,ForestWhite,PinkWhite,RoyalWhite,BlackRed,NavyGold,NavyRed,BlackWhite,NavyOrange",2016-05-17T01:42:06Z,Men's Classic Striped Pullover Jacket,25.81,USD
AVpfE0WNLJeJML4311jv,B00B2GZI1M,Stuhrling Original,"Men,Wrist Watches,Watches,Clothing, Shoes & Jewelry,Jewelry,Men's Watches",Black,2016-02-03T06:01:01Z,Stuhrling Original Men's 555a.01 Analog Classic Ascot Ii Swiss Quartz Movement Leather Strap Black Watch With Interchangeable Tan Leather Strap,62.95,USD
AVpfLYl51cnluZ0-fkfk,"B009EKE47M,B008BBPQ54,B008BBRVPM,B008BBR38W",Orthofeet,"Men,Shoes,Clothing, Shoes & Jewelry,Boots,All Men's Shoes,Men's Shoes,Clothing",Brown,2016-03-26T17:59:32Z,Men's Orthofeet Asheville,79.95,USD
AVpfrH29LJeJML43BnmF,"B01APHGRZE,B00IRMQQ24",Aqua Sphere,"Athletic,Water Shoes,Men,Shoes,Clothing, Shoes & Jewelry,Sports",BlackBlue,2015-12-02T00:16:50Z,Aqua Sphere Sporter Water Shoes,20.23,USD
AVpfj20HilAPnD_xd_Bt,B0007MCVJO,,"Chukka,Men,Shoes,Clothing, Shoes & Jewelry,Boots",Sand Suede,2015-08-14T22:33:47Z,Clarks Originals Men's Desert Trek Chukka Boot,69.90,USD
AVpfj5E7LJeJML43_cxH,B00BRCGCPM,Dipsters,"Underwear,Boxers,Men,Clothing, Shoes & Jewelry,Clothing,Men's Underwear & Undershirts",Standard,2016-01-11T11:26:56Z,"Dipsters Patientwear, Men's Boxer Shorts, Large",72.0,USD
AVpfc_T1LJeJML439eP2,B00GBN1G4E,Ray-Ban,"Clothing, Shoes & Accessories,Sunglasses,Sunglasses & Fashion Eyewear,Men's Accessories,shoes","CUPPER BROWN,Black",2014-11-12T16:16:41Z,"Ray Ban (rb3510) New Polarized Designer Sunglasses, Most Popular! $ 259.00",81.0,USD
