id,asins,brand,categories,colors,dateAdded,name,prices.amountMin,prices.currency
AVpflKA51cnluZ0-nYU5,"B00O3J6KR6,B00HFVMXJI",Tenaya,"Climbing,Men,Shoes,Outdoor,Clothing, Shoes & Jewelry","WhiteYellow,White,WhiteBlue",2015-12-14T13:28:14Z,Tenaya Oasi Climbing Shoes,123.71,USD
AVpful1k1cnluZ0-qMdx,"B00M3ZQ6NA,B00LIM1QYS,B01CJS26VQ",Hi-Tec,"Shoes,Clothing, Shoes & Jewelry,Men,Outdoor,Hiking & Trekking,Hiking Boots","ChocDkTaupeOrange,BrownGold",2015-12-02T02:40:46Z,Men's Skamania Mid Wp Hiking Boot,44.95,USD
AVpfaLt41cnluZ0-kQ0U,"B00Q5LUJSG,B00D9282FQ,B00Q5LUPXA,B00D927Z3Q",Nike,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Team Sports,Soccer","Green Strike,Black,BlackBlackWhite,WhiteBright Blue,Wolf GreyGreen StrikeBlkBlk,Green StrikeGreen StrikeBlack,Green StrikeGrn StrkBlkBlk,Wolf Grey,BlackWhite",2016-05-17T01:35:52Z,Tiempo Genio Leather Fg (wolf Grey),42.99,USD
AVpfvO0b1cnluZ0-qYHg,"B0133QU3MM,B002P521C8",Therafirm,"Clothing, Shoes & Jewelry,Men,Uniforms, Work & Safety,Clothing","Black,Sand,Multicoloured",2016-03-30T17:17:25Z,Tf741 Women's 20-30hg Thigh High Open Toe,34.99,USD
AVpe43x3ilAPnD_xQI1w,"B00JRBST9M,B00REJ33U4,B00DKE97SE",Fizik,"Athletic,Cycling,Men,Shoes,Clothing, Shoes & Jewelry,Sports","WhiteWhite Mesh,BlackBlack Mesh",2014-10-21T23:54:47Z,Fizik Men's R1 Uomo Road Cycling Shoes,400.0,USD
AVpfyJ7XLJeJML43Dqug,"B005EVM32I,B005EVQ4BY,B006ZSUJSE,B00LB8K5DW",London Fog,"Clothing,Clothing, Shoes & Jewelry,Men,Jackets & Coats,Lightweight Jackets,Cotton","Light Blue,Olive,Iron,Chili,Black,Navy,Camel,Ivy,Dark Brown,Cement,Burgundy,Brass,Coral,Ice Blue",2016-05-17T08:26:32Z,London Fog Men's Zip-front Golf Jacket,120.00,USD
AVpe_nHeLJeJML430BGB,"B00GTY55OW,B00GTY5AEM,B00FJGQOG4",The North Face,"Outdoor Recreation,Active & Performance,Men,Jackets & Coats,Clothing, Shoes & Jewelry,Sports,Sports & Outdoors,Clothing","Scallion GreenScallion Green,Valencia OrangeVanadis Grey",2015-12-02T21:17:38Z,The North Face Khumbu Ii Fleece Jacket - Men's,85.0,USD
AVpfrTIc1cnluZ0-pN0i,B007HNDXTS,Invicta,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Black,2016-03-30T17:21:16Z,Invicta Men's 11194 Specialty Charcoal Leather Watch,120.25,USD
AVpfkFTILJeJML43_gji,B01881DY8W,Pitbull Gym,"Active,Men,Active Hoodies,Clothing, Shoes & Jewelry,Clothing","Heather Grey,Vintage Royal,Vintage Black,Heather White",2015-12-25T02:23:10Z,Men's Sleeveless Tri-blend Pullover Hoodie,29.95,USD
AVpfgzeIilAPnD_xdE8q,B00K77HEQY,Nike,"Clothing,Shoes,Men's Shoes,All Men's Shoes",Blue,2015-04-23T11:00:14Z,Nike Flyknit Lunar 2 Running Men's Shoes Size,116.32,USD
AVpfTMS51cnluZ0-iHf4,"B00A2B0W8M,B00A2B0Y4O,B0096F7FJY,B00A2B0XRC",Berne,"Clothing,Men,Men's Jackets & Outerwear,Active,Active Sweatshirts,Clothing, Shoes & Jewelry",Yellow,2015-10-20T18:18:05Z,Berne Hi-visibility Lined Hooded Sweatshirt  Size L Tall (yellow),59.99,USD
AVpfiZFlLJeJML43--5P,B01CS4W6FC,Inked Creatively,"Novelty,Hoodies,Men,Novelty & More,Clothing, Shoes & Jewelry,Clothing","Royal,Black,Navy",2016-11-22T18:09:56Z,Dionne By Day Gamer By Night - Hoodie,39.99,USD
AVpf2pbD1cnluZ0-sfVY,B009PRW1GA,Red Rhino Sports,"All Men's Clothing,Men's Activewear,Men's Clothing,Clothing, Shoes & Jewelry,Clothing",Blue,2016-05-20T15:47:34Z,Wanna Puck Hockey T-shirt,14.99,USD
AVpfwdgLLJeJML43DK34,B00E6EXFV2,Go All Out Screenprinting,"Novelty,Hoodies,Novelty & More,Men,Clothing, Shoes & Jewelry,Clothing","Royal Blue,Chocolate,Orange,Red,Gold,Purple,Safety Green,Irish Green,Navy Blue,Oxford,Maroon,Black,Forest Green",2015-11-29T23:09:49Z,Adult Give Me A Minute 419 420 Funny Marijuana Sweatshirt Hoodie,25.95,USD
AVpficOm1cnluZ0-miRn,B008EWQ6M2,Timberland,"Shoes,Clothing, Shoes & Jewelry,Men,Loafers & Slip-Ons,Boat Shoes",Burgundy Pull Up,2017-01-05T19:19:37Z,Authentics 3 Eye Classic Lug,94.95,USD
AVpe9CNu1cnluZ0-aoDs,"B019XZGK6K,B00BRC4NQW",Oofos,"Shoes,Shoes & Handbags,Men,Women,Sandals,Clothing, Shoes & Jewelry,Slides","Navy,Black,Steel",2016-01-17T16:48:03Z,Oofos Unisex Ooahh Slide Sandal,39.95,USD
AVpfgTSk1cnluZ0-l7Sj,"B004SFAFH6,B010NSMTMU,B00ZS6PN08",Nike,"Clothing,Clothing, Shoes & Jewelry,Men,Shoes,Fashion Sneakers",Crimson  Black,2015-10-14T02:57:43Z,Nike Air Force 1 Elite Txt Mens Sneakers 725144-600,89.0,USD
AVpfeZ1JLJeJML43914L,"B00MLYVXIQ,B002H39FJ0,B00MLYVVQU",Jordan,"Clothing,Clothing, Shoes & Jewelry,Men,Shoes,Athletic,Team Sports,Basketball","SPORT BLUEBLACK-COOL GREY,BlackOrangeGrey,Sport BlueBlackCool Grey,Wolf GreyInfrared ,Silver,BlackGrayPink,GreyWhite,blkelectric orange-wolf grypink,Black",2016-04-05T18:28:12Z,Jordan Air Nike Flight Remix Men's Basketball Sneakers Shoes,49.99,USD
AVpf0QmQLJeJML43ERLe,B00TVHZB8Y,Alpinestars,"All ATV Accessories,Auto & Tires,Men's Casual Shoes,ATV,Shoes,Motorcycle and ATV,Men's Shoes,Clothing",White,2017-01-08T19:35:00Z,Alpinestars 100 Running Mens Casual Shoes White/black/red,99.53,USD
AVpfZa621cnluZ0-kDmD,"B0002TW2IW,B0006LJ5KO",Gold Toe,"Clothing,Clothing & Accessories,Men,Active,Socks,Shops,Athletic Socks,Clothing, Shoes & Jewelry","White,Black",2015-12-02T00:29:25Z,Gold Toe Men's Cotton Quarter Athletic Sock Six-pack,16.24,USD
AVpfyyEsilAPnD_xiYvv,"B016B69JY4,B016ZLL3G2",Jack Adams,"Clothing,Clothing, Shoes & Jewelry,Men,Active,Athletic Supporters","GreyNavy,RedBlack,RoyalGrey",2016-05-20T15:44:14Z,Men's Athletic 2.0 Jockstrap,14.84,USD
AVpfHj4lilAPnD_xVU06,"B00U18D24W,B00TXHGS66,B00TXHGNPW,B004KZSVIE",Troy Lee Designs,"Casual,Men,Clothing, Shoes & Jewelry,Pants,Sports,Clothing","Red,Cyan Blue,Grey",2015-10-14T02:47:01Z,Troy Lee Designs Dawn 2015 Sprint Mtb Pant,39.55,USD
AVpfibX_1cnluZ0-mh-j,"B00ODDHX8C,B00ODDHC9W,B00ODDHFNK,B00TDJBHY2,B00ODDH634,B00ODDHUG2",Wilson,"Athletic,Tennis,Men,Shoes,Clothing, Shoes & Jewelry,Racquet Sports","WhiteSolar LimeBlack,CoalWilson RedBlack",2015-12-02T01:03:01Z,Men's Rush Evo Tennis Shoe,59.95,USD
AVpf5dxXLJeJML43Fp_0,B017CCL6T2,RBX,"Clothing,Clothing, Shoes & Jewelry,Novelty & More,Novelty,Men,Socks","Dunk-Ball,BKLYN-Ball,Gate-Ball,Lightning-Ball,Rim-Ball,Textured-Ball",2015-12-02T02:26:07Z,Rbx Mens Graphic Crew Socks (below The Knee) Photoreal Sublimated Sports Theme Images,8.99,USD
AVpfE5hU1cnluZ0-dY6H,B01487XQJM,Invicta,"Jewelry,Watches,Men's Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Black,2016-01-18T11:48:58Z,Invicta 21449 Men's Pro Diver Black Polyurethane and Dial Watch,159.99,USD
AVpfi4vZ1cnluZ0-mq-M,B0149XKL1G,ST34,"Bow Ties,Accessories,Men,Bow Ties & Cummerbunds,Clothing, Shoes & Jewelry,Clothing",BB- Multi-color Check,2016-02-02T05:29:09Z,"St34 Brand New Fashion Plaid Tuxedo Adjustable Bow Tie For Mens (4.6x 2.3"")-various Colors""",6.94,USD
AVpfjHCk1cnluZ0-mvc2,B001GEESQG,TourMaster,"All Men's Clothing,Men's Clothing,Men's Outerwear,Clothing, Shoes & Jewelry,Clothing",Black,2015-09-20T18:33:40Z,Tourmaster Intake Air Glove Red Size:x-small,51.99,USD
AVpfbz7n1cnluZ0-ks8V,B00406OPHO,Genuine Grip,"Men,Uniforms, Work & Safety,Medical,Clothing, Shoes & Jewelry,Clothing",Black,2016-03-11T18:34:19Z,Genuine Grip Men's Oxford Work Shoe,50.88,USD
AVpfoM3xilAPnD_xfT9t,B0019K9WDQ,Citizen,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Black,2016-04-12T09:25:33Z,Eco Drive Wr100 Sport Mens Watch,119.25,USD
AVpfISAlilAPnD_xVkZF,B00DF73W1O,Gucci,"Shop His, All Men's,Sunglasses,Walmart Vision Centers,Shop His, Top Rated,Shop by Frame Shape, Wrap,Shop His, Featured,Health,Shop His, New,Shop Brand, Gucci,Shop by Frame Shape, Rimless,Shop Brands, Gucci,Shop by Frame Shape, Oval,Health & Personal Care,Vision Care,Shoes,Reading Glasses",WhiteGold,2015-10-29T12:59:09Z,Gucci Gg 2820/f/s Bqb/ed White Gold/brown Women's Rimless Sunglasses W/ Crystals,395.0,USD
AVpe5BV5LJeJML43xoBb,"B0053B3IZA,B003MC3E4C",Thorogood,"Men,Shoes,Clothing, Shoes & Jewelry,Boots",Black,2014-11-12T15:44:14Z,Thorogood Men's Deuce 6 Inch Boot,93.99,USD
AVpfqPnp1cnluZ0-o5NS,"B00RM21IYG,B005V2PI5E,B00R7XHC0E",Nike,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Running",Black-Blue,2016-03-30T17:20:54Z,Nike Men's Air Max 90 Ltr Running Shoe,91.92,USD
AVpfqRz9LJeJML43BXEp,"B001AQH7CW,B0015XR30Q",Vans,"Athletic,Skateboarding,Men,Shoes,Clothing, Shoes & Jewelry","Slv SconceStripe Dnm,Grey",2016-03-10T17:13:01Z,Vans Men's Old Skool (c&l) Skate Shoe,40.94,USD
AVpfXS06ilAPnD_xacKY,B00RCJXXD8,Ferrari,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Black,2016-04-14T17:32:27Z,Men's Scuderia Xx Chronograph Watch,167.23,USD
AVpe9MOJLJeJML43zKIH,B00Q40HUX0,Nike,"Clothing,Shoes,Men's Shoes,All Men's Shoes",Wolf GreyHyper PinkBlackBlk,2015-09-20T18:45:58Z,Nike Men's Mercurial Victory V Ic Indoor Soccer Shoe,64.98,USD
AVpfa12K1cnluZ0-kcI0,"B00AKYVI4S,B00ITHR4AU",adidas,"sports,Clothing, Shoes & Jewelry,Men,Clothing,Active,Active Pants",BlackWhite,2015-03-18T09:48:17Z,Adidas Golf Men's Climalite 3-stripes Tech Pant,70.0,USD
AVpfdq6QLJeJML439pNI,B00DQV4EF2,Wolverine,"Shoes,Clothing, Shoes & Jewelry,Men,Uniforms, Work & Safety,Industrial & Construction","Dark Brown,Brown,Black,Light Brown",2015-11-07T10:27:11Z,Men's Cabor Waterproof 6-inch Work Boot,66.59,USD
AVpfi5jgLJeJML43_I03,B00U4BY2JK,Jordan,"All Men's Shoes,Shoes,Men's Shoes,Clothing","TealBlackInfrared White,TealBlackInfrared-White",2015-04-23T10:54:59Z,Jordan 1 Retro High Basketball Men's Shoes Size,94.99,USD
AVpfbDUh1cnluZ0-kfzd,"B002JF14D6,B002JF39NE",Nike,"Novelty,Hoodies,Men,Novelty & More,Clothing, Shoes & Jewelry,Clothing",GAME ROYALBLACK,2016-03-08T20:25:56Z,Nike Mens Aw77 Fleece Fz Hooded Sweatshirt,59.05,USD
AVpfDeYV1cnluZ0-c41C,B007QWJ8CQ,NIXON,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Multi-Color,2015-11-09T01:31:02Z,Nixon Quad Black Gray Red Dual Black Nylon Mens Watch A344-1167,125.0,USD
AVpf5JMcLJeJML43FlBp,B00YAVSYNA,Bulova,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",SilverBlack,2016-04-02T14:41:21Z,Bulova Men's 'sport' Quartz Stainless Steel Casual Watch (model: 96n104),149.50,USD
AVpfOm6yilAPnD_xXp_K,"B00UJ66LN0,B00UJ67FSU",Bealls,"Novelty,Novelty & More,Men,Shorts,Clothing, Shoes & Jewelry,Clothing","Bungee Cord Green,Blue,Black,Chinchilla Khaki,Fossil Beige",2015-10-14T04:29:56Z,Reel Legends Mens Bonefish Shorts,21.0,USD
AVpfCCVFilAPnD_xTcsQ,B000JKYZL6,Tissot,"Jewelry,Watches,Men's Watches,Other,Men,Wrist Watches,Clothing, Shoes & Jewelry",Beige,2016-01-18T13:13:52Z,Tissot T-classic Automic Mens Watch - T41.5.413.73,369.0,USD
AVpfJAWVilAPnD_xV0S3,"B0098I01PO,B0098I02EY,B0098I01B8",Nike,"Clothing,Shoes,Men's Shoes,All Men's Shoes","PlatinumGreyAnthracite,Pr PltnmPmntCl GryAnthracite,PURE PLATINUMCOOL GREYANTHRACITEPIMENTO,GRAY PIMENTO RED",2015-05-11T13:06:07Z,Nike Flex Experience Run Running Men's Shoes Size,57.93,USD
AVpfc0SyLJeJML439bfb,B0065ACTSU,Seiko,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",White,2016-04-12T09:19:02Z,5 Silver Dial Stainless Steel Mens Watch,165.0,USD
AVpfcu0jilAPnD_xb9SV,B00ATULDRU,Invicta,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Other,2016-04-15T11:56:03Z,Men's Silver Dial Stainless Steel Speedway Chronograph,107.75,USD
AVpfXmcp1cnluZ0-jhT7,B00B6ZNQKY,SKECHERS,"Men's Casual Shoes,Shoes,Men's Shoes,Clothing",Chocolate,2015-12-02T00:17:49Z,Skechers Mens Leather Relaxed Fit Oxfords,52.99,USD
AVpfqofF1cnluZ0-pAx0,"B00LZZBFM6,B00LZZB1D4,B00LZZBSPK",Dr. Martens,"Men,Shoes,Clothing, Shoes & Jewelry","Grey Flec Wool,Navy,Sand,Olive,Forest,Dark Brown,Old Oxblood,Black",2016-04-21T19:55:06Z,Dr. Martens Men's Delray Oxford,34.99,USD
AVpfqrCkilAPnD_xgBqE,B0178QD3CK,Nike,"Men,Socks,Clothing, Shoes & Jewelry,Clothing","Multi Color,BlackWhite",2016-07-26T18:05:06Z,Nike Nike Sb Crew,25.0,USD
AVpftYUWLJeJML43CR5n,B018W5ZWTS,NEONBLOND,"Novelty,Accessories,Novelty & More,Men,Clothing, Shoes & Jewelry,Clothing,Neckties","Red Xmas Sparkels,Christmas Cookies,Wooden holiday decorations,Christmas Town,Chevron Red Green,Winter Berrys",2015-12-05T22:14:19Z,Necktie Airportcode Xlb Lac Brochet,28.99,USD
AVpf-fG31cnluZ0-uaXV,"B00ENH6KYQ,B00ENH7TI2",Rocky,"Clothing, Shoes & Jewelry,Clothing,Men's Clothing,Men's Activewear,All Men's Clothing",Realtree APXtra,2016-03-30T00:00:48Z,Rocky Men's Silent Hunter Rain Pant Hw00047,109.95,USD
AVpfhYYLilAPnD_xdP0h,"B00HGQ0C2C,B00GXSDJGU,B00HYJ90HO,B01773US40,B00FY369WQ",Jordan,"clothing,Active,Men,Athletic Socks,Clothing, Shoes & Jewelry","White,Black,Multi-color",2014-11-12T16:06:21Z,Nike Air Jordan Dri Fit Crew Socks (3 Pack),7.62,USD
AVpfnheNilAPnD_xfGnF,B00BKQT73Y,Daniel Wellington,"Men,Wrist Watches,Watches,Clothing, Shoes & Jewelry",Other,2016-04-20T04:03:11Z,Men's Classic Oxford White Dial Blue & Red Nylon Strap,122.0,USD
AVpffPERLJeJML43-Es7,"B00JUW4I7K,B00JUWQ6PM,B00JUWPZHW,B00JUWQ8BE,B00JUW4JXS",Dr. Zen,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Racquet Sports,Tennis","White,Black",2015-09-20T21:11:30Z,Dr Zen Sport 2 Women's Therapeutic Diabetic Extra Depth Shoe Leather Lace,119.95,USD
AVpfbD8vilAPnD_xbgz6,B014GT03HK,SKECHERS,"Shoes,Clothing, Shoes & Jewelry,Men,Oxfords,Clothing,Men's Shoes,All Men's Shoes",Black,2016-04-02T14:45:42Z,Skechers Sport Men's Skech Air Supreme Training Shoe,84.95,USD
AVpfHaT6LJeJML432t26,B00R54ZOZ0,Nike,"Athletic,Shoes,Men's Shoes,Clothing,All Men's Shoes","Black,Color OBLACKBLACKANTHRACITEn Box,Black  White-Black,Navy,blackblackanthracite",2015-10-14T03:07:04Z,Nike Men's Air Max Tavas Black/anthracite/black Running Shoe (size 10) By Nike,95.9,USD
AVpe_gm21cnluZ0-bgTK,B001AS1UMS,Ariat,"Shoes,Sports & Outdoors,Equestrian Sports,Shoes & Handbags,Men,Boots","EarthBrown Bomber,Wicker,Earth,Brown Bomber,Brown",2015-11-16T03:28:13Z,Youth Boys Size 2 Brown Full-grain Leather Western Boots,159.95,USD
AVpf-SpiilAPnD_xlWJC,B0071NG98G,Hi-Tec,"Men,Shoes,Outdoor,Clothing, Shoes & Jewelry,Snow Boots","Dark Chocolate,BlackDark Grey",2016-03-10T17:22:56Z,Hi-tec Men's Ozark 200 I Wp Snow Boot,69.99,USD
AVpfndgC1cnluZ0-oE_U,"B01CT9MVCO,B01CRADJIA,B0143IS3AI,B00X8QIZBE,B00X8QK1M0",Nike,"Athletic,Fitness & Cross-Training,Men,Shoes,Clothing, Shoes & Jewelry","Gym RedWhiteBlack,Team CrimsonWhite-Black,Navy,Midnight NavyWhite-Black,BlackCool GreyWhite,Midnight NavyWhiteBlack,Midnight Navy",2016-03-27T18:08:07Z,Nike Mens Free Trainer 5.0 V6 Training Shoes,82.47,USD
AVpffiusilAPnD_xctcx,"B00TZRIARY,B00TZRI75O",Hugo by Hugo Boss,"Shoes,Clothing, Shoes & Jewelry,Men,Loafers & Slip-Ons",Black,2015-12-02T00:41:27Z,Hugo By Hugo Boss Men's C-hulof Slip-on Loafer,142.5,USD
AVpfpwRl1cnluZ0-owQP,"B00CDL87YK,B00CDL85X8,B00CDL87JU",Ray-Ban,"Accessories,Sunglasses,Men,Contemporary & Designer,Clothing, Shoes & Jewelry,Sunglasses & Eyewear Accessories,Clothing","Dark Carbon Green,Dark Carbon Brown",2015-07-19T21:40:40Z,Ray-ban Mens 0rb8314 127/8163 Polarized Tech Carbon Fiber Rectangle Sunglasses,215.0,USD
AVpfM8R7LJeJML434jcP,B00LV572BI,Pulsar,"Men,Wrist Watches,Watches,Clothing, Shoes & Jewelry,Jewelry & Watches,Wristwatches",Silver,2015-09-22T18:34:16Z,Pulsar Men's Pw6013 Stainless Steel Analog & Digital Chronograph Watch Nwt Nbzb6,155.0,USD
AVpf_4wRLJeJML43HOU9,B01C7LIVV4,AM T-Shirts,"Men,Novelty & More,Clothing, Shoes & Jewelry,Exotic Apparel,Clothing","Ash,Irish Green,Black,White",2016-03-03T09:31:58Z,You Must Be Irish Cause My Penis Is Dublin Irish T-shirt White Men's Tee (6.1oz),19.0,USD
AVpfhCpGilAPnD_xdJSU,B007HNPXCI,Stuhrling Original,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Silver,2016-04-12T09:34:23Z,Stuhrling Original Men's Winchester Decorum -,172.5,USD
AVpfdSGmilAPnD_xcGJE,"B00L9BUB6C,B00L9BUCRA",Apis Footwear,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Racquet Sports,Tennis",White and Beige,2015-11-11T04:52:40Z,Apis Mt. Emey 9702 Men's Therapeutic Extra Depth Shoe Leather-and-mesh Velcro,134.95,USD
AVpfq2BP1cnluZ0-pE6i,B00J2I0PHY,Nixon,"Watches,Clothing, Shoes & Jewelry,Men,Surf, Skate & Street,Wrist Watches",Gold,2016-04-12T09:38:36Z,Time Teller Analog Green Dial Men's Watch,85.0,USD
AVpf95zOilAPnD_xlQBM,B0048GUT6W,BURBERRY,"Clothing,Clothing, Shoes & Jewelry,Men,Accessories,Sunglasses & Eyewear Accessories,Prescription Eyewear Frames",Shiny Black Frame,2016-03-10T22:21:33Z,Burberry Be1169 Eyeglasses,154.95,USD
AVpf96au1cnluZ0-uRMx,"B00HVM50GE,B00HVM5YGA",The North Face,"Men,Shoes,Clothing, Shoes & Jewelry,Outdoor,Snow Boots","Demitasse BrownTNF Black,Black,BrownBlack",2015-11-09T23:53:38Z,The North Face Men's Verbera Utility Boot,129.83,USD
AVpfcvkTilAPnD_xb9f9,"B00NVM3EMA,B00NVM2Y9Y,B00NVM32WW,B00NVM34N4",The North Face,"Men,Jackets & Coats,Clothing, Shoes & Jewelry,Sports,Clothing,Fleece","Dish Blue,Monster Blue-TNF Black,TNF Red-Asphalt Grey,Monster BlueTNF Black",2015-10-18T20:20:12Z,The North Face Pneumatic Jacket Mens,88.41,USD
AVpfKF3IilAPnD_xWLQe,B00RZL0L1U,INMONARCH,"clothing, shoes & jewelry,Men,Suits & Sport Coats,Tuxedos,Clothing",Black,2015-02-26T11:24:46Z,Inmonarch Mens Black Polyester 4 Pic Tuxedo Suit Tx5055n,300.0,USD
AVpgCLevilAPnD_xmXiQ,"B00P30W1R2,B00ONEJKUK,B00ONEJJVU",Nike,"Shoes,Clothing, Shoes & Jewelry,Men,Athletic,Team Sports,Basketball",BlackWhiteGm RylMtllc Slvr,2016-05-20T14:32:10Z,"Air Max Penny 1 game Royal"" Mens Sneakers 685153-001""",95.0,USD
AVpe4yv91cnluZ0-ZDzk,"B006Y2DHIK,B00CTGVXKE",Suncloud,"shoes,Clothing & Accessories,Men,Accessories,Sunglasses & Eyewear,Sunglasses","Matte Black Frame,Matte Black,Black,BROWN FADE",2014-09-05T11:06:19Z,"Suncloud Pit Stop Polarized Sunglass, Black Frame/gray Polarized Polycarbonate Lens",49.0,USD
AVpe7AAGilAPnD_xQ7qw,"B00OE7USKW,B00N4G8KJU",Nike,"Shoes,Clothing, Shoes & Jewelry,Men,Fashion Sneakers",BlackBlackCool GreyIvory,2015-04-23T10:46:50Z,Nike Men's Air Max 1 Mid Fb Casual Shoe,119.9,USD
AVpf0KDUilAPnD_xixsp,"B00V4CZ5YO,B00EZEYU94,B003DQZBG6",Outdoor Cap,"Hats,Accessories,Bags & Accessories,Clothing,Baseball Caps,Men,Clothing, Shoes & Jewelry,Hats & Caps","Realtree Xtra,Realtree Max",2016-02-05T01:06:41Z,Outdoor Cap Garment-washed Camo Cap,5.13,USD
AVpft19RilAPnD_xg9nT,"B00OSSEY7U,B00OSSFTTC",Maui Jim,"Clothing, Shoes & Accessories,Men's Accessories,Sunglasses & Fashion Eyewear,Sunglasses,See more Maui Jim Sunglasses Red Sands Ht432-10m Matte ...","Maui HT,Grey TortoiseHCL Bronze,Purple FadeMaui Rose,Matte BlackNeutral Grey",2016-06-20T02:08:51Z,Nwt Maui Jim Red Sands Mj432-10m 59/17-140 Polarized Sunglasses,179.95,USD
AVpfXvagilAPnD_xakyk,"B00N2H28YO,B00SBC5VE4,B00LZXE7A0",Dr. Martens,"Men,Motorcycle & Combat,Shoes,Clothing, Shoes & Jewelry,Boots","Navy,Old Oxblood,Charcoal,Olive,Black",2016-05-18T18:36:42Z,Unisex Combs Combat Boot,49.98,USD
AVpfW58f1cnluZ0-jT6I,B01AK3SK9Y,FoxPrint,"Surf, Skate & Street,Active,Men,Clothing, Shoes & Jewelry,Active Shorts,Clothing","Flame Red,Heather Graphite,Black",2016-03-01T17:29:32Z,Fox Men's Warmup Short,34.46,USD
AVpfchaNilAPnD_xb5uy,"B00HQSXF4M,B00HQSW1MY,B00HQSWSCM",Mashed Clothing,"Novelty,Men,Novelty & More,Sweatshirts,Clothing, Shoes & Jewelry,Clothing,sports & outdoors","Red,Pink,Heather Grey,Indigo,White,Beige,Charcoal",2014-11-12T17:03:25Z,Mashed Clothing Cray Cray For Springer Spaniels Adult Sweatshirt,44.99,USD
AVpfh98kLJeJML43-3S7,"B00XZNAOPU,B00XZNHV2E",AvaCostume,"Clothing, Shoes & Jewelry,Men,Accessories,Hats & Caps,Balaclavas",DF,2015-10-13T23:46:10Z,Avacostume Printing Fleeces Bicycle Half Face Mask Scarf Multi Use Neck Warmer,14.99,USD
AVpf0Omw1cnluZ0-rzwO,B00WXVWDAE,Design By Humans,"Clothing, Shoes & Jewelry,Novelty & More,Clothing,Novelty,Men,Hoodies",Black,2016-03-20T18:09:47Z,The Martians Men's Graphic Pullover Hoodie - Design By Humans,48.0,USD
AVpe31AnilAPnD_xPuQm,"B00E9OUGGG,B00E9OVJQC,B00E9OVH8W,B00E9OUNXM,B00E9OV3FO",DVS,"Athletic,Men,Skateboarding,Women,Shoes,Clothing, Shoes & Jewelry","Black Nubuck Deegan,Black Canvas,Black,BlackWhite Nubuck,Black Chambray,Grey Twill",2014-11-12T17:44:43Z,Dvs Gavin Ct Skate Shoe,26.99,USD
AVpfsjtI1cnluZ0-plY7,"B00WDW511G,B013CS6CNU,B006WLVG9U,B004287K5E,B013CS6CMG,B00R8NVKA6",Supra,"Athletic,Skateboarding,Men,Shoes,Clothing, Shoes & Jewelry","Burnt HennaWhite,BlackBlackBlack,Light GreyNavyWhite,BlackBlack - Black,Brown,BrownChocolateWhite,Black SuedeRedGrey,FOREST GREENTANRED-WHITE,Forest GreenTanRedWhite,burgandy patent,Bronze,BrownChocolate - White,Wildlife,Black LeatherOliveBlack,grey tiedye",2015-12-01T01:25:42Z,Supra Bandit Sneaker,68.95,USD
AVpfAzEr1cnluZ0-b9oA,"B00HQT1L1U,B00HQT3NES",Mashed Clothing,"sports & outdoors,Novelty,Novelty & More,Men,Sweatshirts,Clothing, Shoes & Jewelry,Clothing","Black,Indigo,Heather Grey,Beige,Pink,Charcoal,White",2014-10-28T08:17:56Z,Mashed Clothing I Love Uganda Adult Sweatshirt,39.99,USD
AVpft-AQilAPnD_xhACL,B00EVPMBQQ,Seiko,"Watches,Clothing, Shoes & Jewelry,Men,Wrist Watches",Black,2016-03-19T03:42:01Z,5 Automatic Brown Dial Stainless Steel Mens Watch,185.0,USD
AVpfGsTY1cnluZ0-eAGf,B005T0EHE6,Castelli,"Clothing,Clothing, Shoes & Jewelry,Men,Accessories,Hats & Caps,Balaclavas",Black,2015-11-13T12:35:27Z,Castelli Ws Balaclava,49.99,USD
AVpfeIH61cnluZ0-lTTL,"B00L85S8KU,B00L85S90Y,B006CRB6E4,B00L83OYHS",Nike,"Men's Athletic Shoes,Shoes,Men's Shoes,Clothing",VoltPhoto BlueHyper Pink,2015-10-14T02:57:59Z,Nike Lebron Xi Low Gradeschool Kid's Shoes Size,91.29,USD
AVpfGOlWLJeJML432U6p,B00PMNAXUW,Swix,"Sports,Clothing, Shoes & Jewelry,Men,Clothing,Jackets & Coats,Active & Performance,Shells","TangerineBlackGriffin,Griffin,AquaBlackGriffin,BlackBlackWhite,GriffinBlackWhite",2015-10-14T03:05:29Z,Swix Oppdal Softshell Jacket - Men's,170.0,USD
